price,listing-location,bed,bath,surface_area,location
575000000,"Purwomartani   , Sleman",3,2,100.0,Sleman
730000000,"Purwomartani   , Sleman",3,2,100.0,Sleman
590000000,"Kaliurang, Sleman",2,1,98.0,Sleman
3600000000,"Kaliurang, Sleman",7,2,285.0,Sleman
1350000000,"Ngaglik, Sleman",4,3,115.0,Sleman
4250000000,"Mantrijeron, Yogyakarta",3,3,425.0,Yogyakarta
725000000,"Depok, Sleman",3,2,87.0,Sleman
2150000000,"Kasihan, Bantul",4,3,111.0,Bantul
1800000000,"Banguntapan, Bantul",4,4,128.0,Bantul
895000000,"Sleman, Yogyakarta",3,1,157.0,Yogyakarta
1100000000,"Kaliurang, Sleman",3,2,213.0,Sleman
725000000,"Depok, Sleman",3,2,96.0,Sleman
2500000000,"Ngaglik, Sleman",4,3,215.0,Sleman
1600000000,"Banguntapan, Bantul",3,3,156.0,Bantul
1450000000,"Wirobrajan, Yogyakarta",3,3,110.0,Yogyakarta
650000000,"Ngaglik, Sleman",3,2,101.0,Sleman
1600000000,"Kaliurang, Sleman",3,3,122.0,Sleman
2109999999,"Sleman, Yogyakarta",4,3,192.0,Yogyakarta
745000000,"Gamping, Sleman",2,2,98.0,Sleman
357000000,"Prambanan, Sleman",2,1,99.0,Sleman
2140000000,"Sleman, Sleman",4,3,196.0,Sleman
1600000000,"Depok, Sleman",4,3,169.0,Sleman
1900000000,"Condong Catur, Sleman",3,3,128.0,Sleman
1820000000,"Wirobrajan, Yogyakarta",3,2,140.0,Yogyakarta
756000000,"Mlati, Sleman",3,1,108.0,Sleman
2200000000,"Depok, Sleman",4,2,406.0,Sleman
2109999999,"Mlati, Sleman",3,2,110.0,Sleman
3870000000,"Mlati, Sleman",3,3,204.0,Sleman
3230000000,"Mlati, Sleman",3,3,153.0,Sleman
1800000000,"Ngaglik, Sleman",3,3,128.0,Sleman
1850000000,"Pakem, Sleman",2,2,683.0,Sleman
875000000,"Ngaglik, Sleman",8,2,100.0,Sleman
2040000000,"Gamping, Sleman",4,3,182.0,Sleman
1500000000,"Mlati, Sleman",4,3,156.0,Sleman
1400000000,"Maguwoharjo, Yogyakarta",3,2,174.0,Yogyakarta
6800000000,"Depok, Sleman",21,21,250.0,Sleman
2080000000,"Wates, Kulon Progo",4,3,186.0,Kulon Progo
5000000000,"Depok, Sleman",5,3,219.0,Sleman
1600000000,"Ngaglik, Sleman",4,2,127.0,Sleman
3000000000,"Ngaglik, Sleman",6,5,225.0,Sleman
2300000000,"Ngaglik, Sleman",4,4,140.0,Sleman
755000000,"Banguntapan, Bantul",2,1,101.0,Bantul
2000000000,"Mergangsan, Yogyakarta",5,2,393.0,Yogyakarta
1800000000,"Mlati, Sleman",10,4,123.0,Sleman
25000000000,"Pakualaman, Yogyakarta",9,9,429.0,Yogyakarta
2800000000,"Ngaglik, Sleman",10,10,137.0,Sleman
950000000,"Sleman, Sleman",4,4,90.0,Sleman
3100000000,"Sleman, Yogyakarta",7,4,225.0,Yogyakarta
1450000000,"Mantrijeron, Yogyakarta",3,2,110.0,Yogyakarta
790000000,"Banguntapan, Bantul",3,2,78.0,Bantul
598000000,"Berbah, Sleman",2,1,90.0,Sleman
2200000000,"Ngaglik, Sleman",6,4,976.0,Sleman
675000000,"Banguntapan, Bantul",2,1,85.0,Bantul
990000000,"Banguntapan, Bantul",2,2,109.0,Bantul
950000000,"Jetis, Bantul",5,5,110.0,Bantul
690000000,"Bantul, Bantul",3,2,77.0,Bantul
808000000,"Bantul, Bantul",3,2,79.0,Bantul
800000000,"Mlati, Sleman",3,2,140.0,Sleman
3100000000,"Kasihan, Bantul",5,3,146.0,Bantul
598000000,"Sleman, Sleman",2,1,90.0,Sleman
1700000000,"Sleman, Yogyakarta",3,2,135.0,Yogyakarta
205000000,"Kalasan, Sleman",1,1,60.0,Sleman
675000000,"Banguntapan, Bantul",2,1,85.0,Bantul
495000000,"Imogiri              , Bantul",3,1,141.0,Bantul
475000000,"Bantul, Bantul",3,2,101.0,Bantul
500000000,"Sewon, Bantul",2,1,97.0,Bantul
299000000,"Ngaglik, Sleman",2,1,88.0,Sleman
585000000,"Kalasan, Sleman",3,1,111.0,Sleman
250000000,"Ngaglik, Sleman",2,1,88.0,Sleman
1000000000,"Gamping, Sleman",7,3,112.0,Sleman
585000000,"Kalasan, Sleman",3,1,111.0,Sleman
590000000,"Mantrijeron, Yogyakarta",2,1,85.0,Yogyakarta
775000000,"Ngemplak, Sleman",3,2,113.0,Sleman
1250000000,"Sleman, Sleman",7,3,329.0,Sleman
775000000,"Ngemplak, Sleman",3,2,113.0,Sleman
2320000000,"Gamping, Sleman",4,3,213.0,Sleman
4250000000,"Mantrijeron, Yogyakarta",3,3,425.0,Yogyakarta
790000000,"Banguntapan, Bantul",3,2,75.0,Bantul
1400000000,"Maguwoharjo, Yogyakarta",3,2,205.0,Yogyakarta
800000000,"Sewon, Bantul",4,2,107.0,Bantul
950000000,"Kasihan, Bantul",3,2,150.0,Bantul
750000000,"Kasihan, Bantul",3,2,81.0,Bantul
2340000000,"Gamping, Sleman",4,3,184.0,Sleman
1700000000,"Banguntapan, Bantul",3,2,118.0,Bantul
2400000000,"Sleman, Yogyakarta",4,3,403.0,Yogyakarta
1100000000,"Depok, Sleman",3,2,187.0,Sleman
750000000,"Kasihan, Bantul",3,2,81.0,Bantul
950000000,"Banguntapan, Bantul",4,4,90.0,Bantul
1700000000,"Banguntapan, Bantul",3,2,118.0,Bantul
1300000000,"Ngaglik, Sleman",6,5,489.0,Sleman
405000000,"Gamping, Sleman",2,2,125.0,Sleman
950000000,"Banguntapan, Bantul",2,2,109.0,Bantul
800000000,"Sewon, Bantul",4,2,107.0,Bantul
598000000,"Berbah, Sleman",2,1,90.0,Sleman
950000000,"Banguntapan, Bantul",2,2,109.0,Bantul
1400000000,"Maguwoharjo, Yogyakarta",3,2,205.0,Yogyakarta
695000000,"Condong Catur, Sleman",2,2,100.0,Sleman
420000000,"Kalasan, Sleman",3,1,123.0,Sleman
1290000000,"Banguntapan, Bantul",4,3,99.0,Bantul
350000000,"Pajangan, Bantul",2,1,80.0,Bantul
250000000,"Jetis, Bantul",2,1,97.0,Bantul
270000000,"Wates, Kulon Progo",1,1,71.0,Kulon Progo
800000000,"Banguntapan, Bantul",3,1,75.0,Bantul
695000000,"Kaliurang, Sleman",2,2,100.0,Sleman
240000000,"Bantul, Bantul",2,1,45.0,Bantul
1290000000,"Banguntapan, Bantul",4,3,99.0,Bantul
270000000,"Sentolo, Kulon Progo",1,1,71.0,Kulon Progo
600000000,"Sleman, Sleman",3,1,100.0,Sleman
7700000000,"Sleman, Yogyakarta",4,3,289.0,Yogyakarta
695000000,"Kaliurang, Yogyakarta",2,2,100.0,Yogyakarta
20000000000,"Umbulharjo, Yogyakarta",47,47,2085.0,Yogyakarta
2800000000,"Condong Catur, Sleman",5,4,429.0,Sleman
790000000,"Ngaglik, Sleman",3,2,113.0,Sleman
295000000,"Kalasan, Sleman",2,1,125.0,Sleman
475000000,"Depok, Sleman",2,1,75.0,Sleman
780000000,"Ngaglik, Sleman",3,2,115.0,Sleman
1950000000,"Wirobrajan, Yogyakarta",3,2,168.0,Yogyakarta
465000000,"Kalasan, Sleman",2,1,132.0,Sleman
800000000,"Ngaglik, Sleman",3,2,107.0,Sleman
4700000000,"Ngaglik, Sleman",4,3,334.0,Sleman
750000000,"Sleman, Sleman",3,2,130.0,Sleman
2000000000,"Ngaglik, Sleman",10,10,205.0,Sleman
756000000,"Ngaglik, Sleman",2,1,95.0,Sleman
400000000,"Pajangan, Bantul",2,1,90.0,Bantul
1850000000,"Ngemplak, Sleman",3,2,116.0,Sleman
835000000,"Banguntapan, Bantul",3,2,102.0,Bantul
961000000,"Ngaglik, Sleman",3,3,107.0,Sleman
875000000,"Ngaglik, Sleman",3,2,107.0,Sleman
2790000000,"Mlati, Sleman",3,3,123.0,Sleman
1700000000,"Umbulharjo, Yogyakarta",4,3,200.0,Yogyakarta
1780000000,"Mlati, Sleman",3,3,160.0,Sleman
1550000000,"Ngaglik, Sleman",3,2,126.0,Sleman
2700000000,"Ngaglik, Sleman",3,4,110.0,Sleman
1300000000,"Ngaglik, Sleman",3,2,135.0,Sleman
1200000000,"Ngaglik, Sleman",3,2,124.0,Sleman
350000000,"Mlati, Sleman",2,2,67.0,Sleman
155000000,"Ngaglik, Sleman",2,1,88.0,Sleman
850000000,"Gondokusuman, Yogyakarta",3,1,87.0,Yogyakarta
1900000000,"Ngaglik, Sleman",4,3,130.0,Sleman
999000000,"Depok, Sleman",3,3,103.0,Sleman
4500000000,"Ngaglik, Sleman",5,4,365.0,Sleman
775000000,"Maguwoharjo, Yogyakarta",3,2,145.0,Yogyakarta
550000000,"Godean, Sleman",2,1,108.0,Sleman
595000000,"Mantrijeron, Yogyakarta",2,1,82.0,Yogyakarta
675000000,"Banguntapan, Bantul",3,2,99.0,Bantul
897000000,"Ngemplak, Sleman",3,2,107.0,Sleman
640000000,"Ngaglik, Sleman",2,1,91.0,Sleman
1100000000,"Umbulharjo, Yogyakarta",4,2,154.0,Yogyakarta
4500000000,"Wirobrajan, Yogyakarta",4,4,200.0,Yogyakarta
1470000000,"Maguwoharjo, Yogyakarta",4,3,178.0,Yogyakarta
4750000000,"Gondokusuman, Yogyakarta",4,4,309.0,Yogyakarta
1950000000,"Kasihan, Bantul",3,2,168.0,Bantul
1290000000,"Purwomartani   , Sleman",4,2,207.0,Sleman
1490000000,"Maguwoharjo, Yogyakarta",5,4,126.0,Yogyakarta
2500000000,"Kasihan, Bantul",3,3,352.0,Bantul
2500000000,"Kasihan, Bantul",3,3,352.0,Bantul
4900000000,"Ngaglik, Sleman",6,4,545.0,Sleman
350000000,"Cebongan, Sleman",2,2,67.0,Sleman
550000000,"Godean, Sleman",2,1,108.0,Sleman
1700000000,"Banguntapan, Bantul",3,2,118.0,Bantul
1100000000,"Ngaglik, Sleman",2,2,112.0,Sleman
3500000000,"Mlati, Sleman",13,13,215.0,Sleman
1000000000,"Gamping, Sleman",3,2,128.0,Sleman
515000000,"Kalasan, Sleman",2,1,95.0,Sleman
2750000000,"Depok, Sleman",4,5,150.0,Sleman
3490000000,"Ngaglik, Sleman",5,4,426.0,Sleman
730000000,"Purwomartani   , Sleman",3,2,100.0,Sleman
850000000,"Mlati, Sleman",8,6,139.0,Sleman
1750000000,"Ngaglik, Sleman",4,2,128.0,Sleman
1300000000,"Ngemplak, Sleman",4,3,96.0,Sleman
775000000,"Ngaglik, Sleman",2,1,136.0,Sleman
3000000000,"Caturtunggal, Sleman",11,7,242.0,Sleman
4500000000,"Mlati, Sleman",2,3,348.0,Sleman
675000000,"Kalasan, Sleman",2,1,128.0,Sleman
1350000000,"Banguntapan, Bantul",4,3,204.0,Bantul
1970000000,"Depok, Sleman",5,6,160.0,Sleman
850000000,"Depok, Sleman",3,3,98.0,Sleman
350000000,"Mlati, Sleman",3,2,54.0,Sleman
1300000000,"Kalasan, Sleman",5,3,125.0,Sleman
1250000000,"Ngaglik, Sleman",3,2,105.0,Sleman
410000000,"Banguntapan, Bantul",2,1,75.0,Bantul
665000000,"Mlati, Sleman",3,2,114.0,Sleman
1200000000,"Kalasan, Sleman",3,3,80.0,Sleman
2200000000,"Banguntapan, Bantul",5,3,241.0,Bantul
2100000000,"Gamping, Sleman",4,3,154.0,Sleman
399000000,"Sedayu, Bantul",2,1,83.0,Bantul
3000000000,"Kalasan, Sleman",5,3,466.0,Sleman
665000000,"Banguntapan, Bantul",3,1,97.0,Bantul
615000000,"Kalasan, Sleman",4,2,102.0,Sleman
575000000,"Kalasan, Sleman",3,2,104.0,Sleman
2000000000,"Ngaglik, Sleman",11,9,221.0,Sleman
2000000000,"Ngaglik, Sleman",3,3,125.0,Sleman
1650000000,"Ngaglik, Sleman",1,2,351.0,Sleman
1650000000,"Depok, Sleman",4,3,125.0,Sleman
1400000000,"Depok, Sleman",3,2,133.0,Sleman
1300000000,"Depok, Sleman",3,2,174.0,Sleman
3600000000,"Banguntapan, Bantul",5,5,416.0,Bantul
1650000000,"Gamping, Sleman",2,2,135.0,Sleman
1790000000,"Maguwoharjo, Yogyakarta",4,3,119.0,Yogyakarta
2700000000,"Tegalrejo, Yogyakarta",8,8,97.0,Yogyakarta
1700000000,"Banguntapan, Bantul",3,2,118.0,Bantul
1990000000,"Depok, Sleman",3,2,194.0,Sleman
1300000000,"Depok, Sleman",3,2,131.0,Sleman
2170000000,"Gamping, Sleman",4,3,200.0,Sleman
900000000,"Maguwoharjo, Yogyakarta",4,2,204.0,Yogyakarta
1790000000,"Maguwoharjo, Yogyakarta",4,3,119.0,Yogyakarta
1470000000,"Condong Catur, Sleman",4,3,146.0,Sleman
685000000,"Ngemplak, Sleman",3,2,120.0,Sleman
1850000000,"Ngemplak, Sleman",3,2,116.0,Sleman
2300000000,"Depok, Sleman",3,3,126.0,Sleman
2750000000,"Depok, Sleman",4,4,150.0,Sleman
800000000,"Sewon, Bantul",4,2,107.0,Bantul
825000000,"Umbulharjo, Yogyakarta",3,2,102.0,Yogyakarta
825000000,"Kalasan, Sleman",3,2,125.0,Sleman
1250000000,"Pogung, Yogyakarta",3,2,135.0,Yogyakarta
1800000000,"Banguntapan, Bantul",3,2,112.0,Bantul
950000000,"Umbulharjo, Yogyakarta",3,2,72.0,Yogyakarta
1100000000,"Kaliurang, Sleman",3,2,213.0,Sleman
1700000000,"Depok, Sleman",4,5,111.0,Sleman
640000000,"Sleman, Sleman",2,1,95.0,Sleman
2049999999,"Depok, Sleman",4,4,160.0,Sleman
1950000000,"Wirobrajan, Yogyakarta",3,2,170.0,Yogyakarta
235000000,"Kalasan, Sleman",2,1,70.0,Sleman
1800000000,"Depok, Sleman",20,20,217.0,Sleman
525000000,"Sewon, Bantul",3,1,112.0,Bantul
925000000,"Mlati, Sleman",2,1,101.0,Sleman
520000000,"Gedong Tengen, Yogyakarta",2,1,90.0,Yogyakarta
650000000,"Plered, Bantul",3,2,126.0,Bantul
1900000000,"Ngaglik, Sleman",4,4,110.0,Sleman
10500000000,"Condong Catur, Sleman",26,28,1000.0,Sleman
575000000,"Godean, Sleman",3,3,80.0,Sleman
975000000,"Mlati, Sleman",3,2,128.0,Sleman
435000000,"Gamping, Sleman",2,1,101.0,Sleman
550000000,"Ngaglik, Sleman",3,2,123.0,Sleman
270000000,"Prambanan, Sleman",2,1,61.0,Sleman
4300000000,"Gondokusuman, Yogyakarta",5,2,782.0,Yogyakarta
475000000,"Kasihan, Bantul",3,1,93.0,Bantul
580000000,"Kotagede, Yogyakarta",2,1,66.0,Yogyakarta
975000000,"Ngaglik, Sleman",3,2,121.0,Sleman
675000000,"Bantul, Yogyakarta",2,1,85.0,Yogyakarta
765000000,"Purwomartani   , Sleman",3,2,118.0,Sleman
4500000000,"Ngaglik, Sleman",3,3,584.0,Sleman
890000000,"Banguntapan, Bantul",3,2,85.0,Bantul
675000000,"Ngaglik, Sleman",2,1,121.0,Sleman
4500000000,"Ngaglik, Sleman",6,4,334.0,Sleman
2350000000,"Tegalrejo, Yogyakarta",3,2,213.0,Yogyakarta
2350000000,"Wirobrajan, Yogyakarta",4,3,184.0,Yogyakarta
999000000,"Ngaglik, Sleman",3,4,103.0,Sleman
2500000000,"Depok, Sleman",4,3,957.0,Sleman
350000000,"Gondomanan, Yogyakarta",2,1,104.0,Yogyakarta
730000000,"Purwomartani   , Sleman",3,2,100.0,Sleman
1300000000,"Ngaglik, Sleman",3,2,134.0,Sleman
1500000000,"Wirobrajan, Yogyakarta",3,2,148.0,Yogyakarta
1350000000,"Wirobrajan, Yogyakarta",6,3,271.0,Yogyakarta
1250000000,"Depok, Sleman",3,2,200.0,Sleman
1500000000,"Kalasan, Sleman",5,3,158.0,Sleman
1100000000,"Depok, Sleman",3,2,160.0,Sleman
592000000,"Ngaglik, Sleman",2,1,104.0,Sleman
2650000000,"Gondokusuman, Yogyakarta",4,3,189.0,Yogyakarta
720000000,"Pogung, Yogyakarta",2,1,126.0,Yogyakarta
9500000000,"Pogung, Yogyakarta",4,3,1059.0,Yogyakarta
1900000000,"Maguwoharjo, Yogyakarta",5,5,166.0,Yogyakarta
28000000000,"Demangan, Yogyakarta",6,3,998.0,Yogyakarta
500000000,"Kasihan, Bantul",2,1,88.0,Bantul
1850000000,"Mlati, Sleman",3,3,102.0,Sleman
2750000000,"Wirobrajan, Yogyakarta",2,3,579.0,Yogyakarta
3500000000,"Demangan, Yogyakarta",6,3,341.0,Yogyakarta
2000000000,"Tegalrejo, Yogyakarta",3,2,167.0,Yogyakarta
695000000,"Kaliurang, Yogyakarta",3,2,88.0,Yogyakarta
5000000000,"Wirobrajan, Yogyakarta",7,3,581.0,Yogyakarta
725000000,"Mlati, Sleman",3,2,114.0,Sleman
450000000,"Sewon, Bantul",2,1,75.0,Bantul
3300000000,"Ngaglik, Sleman",5,5,254.0,Sleman
16000000000,"Seturan, Yogyakarta",5,6,735.0,Yogyakarta
520000000,"Sayegan, Sleman",2,1,90.0,Sleman
1500000000,"Gondokusuman, Yogyakarta",5,3,185.0,Yogyakarta
10000000000,"Seturan, Yogyakarta",22,22,405.0,Yogyakarta
670000000,"Jetis, Yogyakarta",3,2,136.0,Yogyakarta
950000000,"Umbulharjo, Yogyakarta",11,3,100.0,Yogyakarta
980000000,"Umbulharjo, Yogyakarta",6,6,100.0,Yogyakarta
1950000000,"Condong Catur, Sleman",7,5,249.0,Sleman
1950000000,"Ngaglik, Sleman",11,11,150.0,Sleman
1400000000,"Sewon, Bantul",12,12,150.0,Bantul
450000000,"Godean, Sleman",2,1,82.0,Sleman
2300000000,"Banguntapan, Bantul",11,11,562.0,Bantul
4500000000,"Mlati, Sleman",13,13,251.0,Sleman
1450000000,"Umbulharjo, Yogyakarta",6,7,150.0,Yogyakarta
450000000,"Jetis, Yogyakarta",2,1,82.0,Yogyakarta
5700000000,"Condong Catur, Sleman",7,8,482.0,Sleman
2390000000,"Mlati, Sleman",3,3,110.0,Sleman
3500000000,"Tegalrejo, Yogyakarta",10,9,195.0,Yogyakarta
3600000000,"Seturan, Yogyakarta",12,12,119.0,Yogyakarta
12000000000,"Ngaglik, Sleman",36,36,644.0,Sleman
1720000000,"Ngaglik, Sleman",3,2,96.0,Sleman
2500000000,"Purwomartani   , Sleman",10,10,561.0,Sleman
900000000,"Umbulharjo, Yogyakarta",16,5,170.0,Yogyakarta
6500000000,"Mlati, Sleman",18,18,210.0,Sleman
950000000,"Condong Catur, Sleman",3,2,120.0,Sleman
2800000000,"Depok, Sleman",3,2,129.0,Sleman
790000000,"Umbulharjo, Yogyakarta",3,2,75.0,Yogyakarta
1600000000,"Mergangsan, Yogyakarta",12,12,425.0,Yogyakarta
8100000000,"Pogung, Yogyakarta",30,30,288.0,Yogyakarta
235000000,"Gondomanan, Yogyakarta",2,1,73.0,Yogyakarta
1600000000,"Mergangsan, Yogyakarta",12,12,425.0,Yogyakarta
675000000,"Banguntapan, Bantul",2,1,85.0,Bantul
1800000000,"Mlati, Sleman",3,3,100.0,Sleman
850000000,"Berbah, Sleman",2,1,125.0,Sleman
499000000,"Tempel, Sleman",2,1,120.0,Sleman
533000000,"Mlati, Sleman",2,1,127.0,Sleman
890000000,"Banguntapan, Bantul",3,2,85.0,Bantul
910000000,"Sleman, Sleman",4,2,106.0,Sleman
2500000000,"Ngaglik, Sleman",3,3,170.0,Sleman
2750000000,"Depok, Sleman",5,5,226.0,Sleman
2200000000,"Ngaglik, Sleman",5,4,150.0,Sleman
3200000000,"Ngaglik, Sleman",4,2,186.0,Sleman
3000000000,"Ngaglik, Sleman",4,3,216.0,Sleman
2800000000,"Tegalrejo, Yogyakarta",6,6,144.0,Yogyakarta
2250000000,"Bantul, Bantul",5,4,217.0,Bantul
2360000000,"Gamping, Sleman",4,3,182.0,Sleman
2350000000,"Wirobrajan, Yogyakarta",4,3,184.0,Yogyakarta
475000000,"Berbah, Sleman",3,1,85.0,Sleman
375000000,"Kalasan, Sleman",2,1,72.0,Sleman
278000000,"Sentolo, Kulon Progo",2,1,71.0,Kulon Progo
949000000,"Berbah, Sleman",4,4,90.0,Sleman
2000000000,"Depok, Sleman",6,4,363.0,Sleman
2000000000,"Gamping, Sleman",3,2,210.0,Sleman
2000000000,"Depok, Sleman",4,3,134.0,Sleman
2000000000,"Depok, Sleman",4,3,158.0,Sleman
2000000000,"Banguntapan, Bantul",6,5,288.0,Bantul
1700000000,"Gamping, Sleman",3,1,223.0,Sleman
1750000000,"Ngaglik, Sleman",4,3,163.0,Sleman
1700000000,"Gamping, Sleman",4,3,110.0,Sleman
1600000000,"Depok, Sleman",3,2,104.0,Sleman
1800000000,"Depok, Sleman",3,2,164.0,Sleman
999000000,"Maguwoharjo, Yogyakarta",3,3,103.0,Yogyakarta
725000000,"Jetis, Yogyakarta",3,2,114.0,Yogyakarta
999000000,"Depok, Sleman",3,3,103.0,Sleman
1600000000,"Condong Catur, Sleman",3,3,146.0,Sleman
750000000,"Sidoarum         , Sleman",3,2,102.0,Sleman
999000000,"Ngemplak, Sleman",3,3,103.0,Sleman
725000000,"Gondokusuman, Yogyakarta",3,2,114.0,Yogyakarta
999000000,"Demangan, Yogyakarta",4,4,103.0,Yogyakarta
1300000000,"Kalasan, Sleman",2,1,320.0,Sleman
1300000000,"Ngaglik, Sleman",5,6,320.0,Sleman
1480000000,"Ngaglik, Sleman",2,1,93.0,Sleman
6850000000,"Caturtunggal, Sleman",16,16,866.0,Sleman
950000000,"Gamping, Sleman",3,2,115.0,Sleman
1500000000,"Gamping, Sleman",3,2,112.0,Sleman
690000000,"Sewon, Bantul",3,1,138.0,Bantul
1900000000,"Sewon, Bantul",3,2,143.0,Bantul
2400000000,"Maguwoharjo, Yogyakarta",5,5,123.0,Yogyakarta
255000000,"Ngemplak, Sleman",2,1,73.0,Sleman
235000000,"Prambanan, Sleman",2,1,73.0,Sleman
1700000000,"Tempel, Sleman",6,3,500.0,Sleman
1100000000,"Banguntapan, Bantul",3,3,112.0,Bantul
1950000000,"Depok, Sleman",3,3,188.0,Sleman
690000000,"Sewon, Bantul",3,1,138.0,Bantul
890000000,"Sleman, Sleman",3,2,107.0,Sleman
610000000,"Kasihan, Bantul",2,1,90.0,Bantul
1950000000,"Depok, Sleman",3,2,128.0,Sleman
615000000,"Sleman, Sleman",3,1,167.0,Sleman
3100000000,"Ngaglik, Sleman",13,13,223.0,Sleman
785000000,"Gamping, Sleman",2,2,96.0,Sleman
400000000,"Kasihan, Bantul",2,1,80.0,Bantul
610000000,"Kasihan, Bantul",2,1,90.0,Bantul
2800000000,"Depok, Sleman",3,3,105.0,Sleman
5000000000,"Ngaglik, Sleman",4,4,193.0,Sleman
3200000000,"Mlati, Sleman",4,3,143.0,Sleman
1100000000,"Depok, Sleman",3,2,160.0,Sleman
350000000,"Sewon, Bantul",2,1,75.0,Bantul
1400000000,"Depok, Sleman",3,2,174.0,Sleman
435000000,"Gamping, Sleman",2,1,101.0,Sleman
357000000,"Prambanan, Sleman",2,1,99.0,Sleman
725000000,"Purwomartani   , Sleman",3,2,87.0,Sleman
961000000,"Ngaglik, Sleman",3,3,107.0,Sleman
750000000,"Ngaglik, Sleman",2,1,111.0,Sleman
5300000000,"Gedong Tengen, Yogyakarta",7,4,369.0,Yogyakarta
4500000000,"Mlati, Sleman",4,2,410.0,Sleman
560000000,"Kalasan, Sleman",2,2,104.0,Sleman
665000000,"Kalasan, Sleman",3,2,125.0,Sleman
7700000000,"Sleman, Sleman",4,3,289.0,Sleman
1400000000,"Depok, Sleman",3,2,205.0,Sleman
680000000,"Umbulharjo, Yogyakarta",2,1,68.0,Yogyakarta
595000000,"Banguntapan, Bantul",3,1,90.0,Bantul
1500000000,"Ngemplak, Sleman",3,3,150.0,Sleman
750000000,"Sleman, Sleman",3,2,130.0,Sleman
664000000,"Kaliurang, Yogyakarta",5,3,166.0,Yogyakarta
1690000000,"Ngaglik, Sleman",3,3,150.0,Sleman
2540000000,"Maguwoharjo, Yogyakarta",4,4,175.0,Yogyakarta
750000000,"Depok, Sleman",3,1,103.0,Sleman
475000000,"Ngaglik, Sleman",2,1,104.0,Sleman
5500000000,"Kalasan, Sleman",10,11,586.0,Sleman
2300000000,"Depok, Sleman",3,3,126.0,Sleman
299000000,"Ngaglik, Sleman",2,1,88.0,Sleman
2500000000,"Ngemplak, Sleman",4,4,339.0,Sleman
2400000000,"Sleman, Sleman",4,3,187.0,Sleman
3100000000,"Depok, Sleman",3,3,120.0,Sleman
2360000000,"Sleman, Sleman",4,3,182.0,Sleman
910000000,"Sleman, Sleman",4,2,106.0,Sleman
2480000000,"Sleman, Sleman",4,3,196.0,Sleman
2540000000,"Sleman, Sleman",4,3,200.0,Sleman
2400000000,"Sleman, Sleman",4,3,187.0,Sleman
2460000000,"Sleman, Sleman",4,3,196.0,Sleman
2430000000,"Sleman, Sleman",4,3,192.0,Sleman
8000000000,"Ngaglik, Sleman",7,6,400.0,Sleman
4650000000,"Ngaglik, Sleman",5,4,180.0,Sleman
4400000000,"Umbulharjo, Yogyakarta",7,5,525.0,Yogyakarta
2500000000,"Kraton, Yogyakarta",6,3,393.0,Yogyakarta
2400000000,"Ngaglik, Sleman",3,2,238.0,Sleman
1900000000,"Wirobrajan, Yogyakarta",5,1,250.0,Yogyakarta
1300000000,"Umbulharjo, Yogyakarta",2,2,134.0,Yogyakarta
1300000000,"Depok, Sleman",4,3,144.0,Sleman
850000000,"Sleman, Sleman",2,1,105.0,Sleman
299000000,"Ngaglik, Sleman",2,1,88.0,Sleman
1780000000,"Maguwoharjo, Yogyakarta",4,3,118.0,Yogyakarta
299000000,"Ngaglik, Sleman",2,1,88.0,Sleman
499000000,"Gamping, Sleman",2,1,141.0,Sleman
660000000,"Sedayu, Bantul",2,1,96.0,Bantul
750000000,"Sleman, Yogyakarta",3,2,120.0,Yogyakarta
300000000,"Jetis, Bantul",2,1,66.0,Bantul
1450000000,"Godean, Sleman",3,3,100.0,Sleman
750000000,"Ngaglik, Sleman",3,2,125.0,Sleman
395000000,"Sedayu, Bantul",2,1,72.0,Bantul
593000000,"Ngaglik, Sleman",2,1,76.0,Sleman
1870000000,"Berbah, Sleman",3,2,150.0,Sleman
1490000000,"Maguwoharjo, Yogyakarta",5,3,115.0,Yogyakarta
2600000000,"Pogung, Yogyakarta",4,3,190.0,Yogyakarta
875000000,"Kaliurang, Sleman",3,1,99.0,Sleman
250000000,"Ngaglik, Sleman",2,1,88.0,Sleman
580000000,"Kotagede, Yogyakarta",2,1,66.0,Yogyakarta
2600000000,"Godean, Sleman",3,2,200.0,Sleman
3200000000,"Ngaglik, Sleman",3,2,252.0,Sleman
1480000000,"Sleman, Sleman",3,2,125.0,Sleman
690000000,"Bantul, Bantul",3,2,77.0,Bantul
1820000000,"Wirobrajan, Yogyakarta",3,2,140.0,Yogyakarta
730000000,"Purwomartani   , Sleman",3,2,100.0,Sleman
808000000,"Plered, Bantul",3,2,78.0,Bantul
675000000,"Plered, Bantul",2,1,85.0,Bantul
2250000000,"Ngaglik, Sleman",10,10,230.0,Sleman
690000000,"Bantul, Bantul",3,2,77.0,Bantul
750000000,"Depok, Sleman",3,1,61.0,Sleman
850000000,"Umbulharjo, Yogyakarta",2,1,90.0,Yogyakarta
1800000000,"Ngemplak, Sleman",4,2,168.0,Sleman
3500000000,"Banguntapan, Bantul",4,2,280.0,Bantul
1100000000,"Mantrijeron, Yogyakarta",1,1,149.0,Yogyakarta
3500000000,"Depok, Sleman",12,12,119.0,Sleman
1780000000,"Banguntapan, Bantul",4,3,118.0,Bantul
1780000000,"Banguntapan, Bantul",4,3,118.0,Bantul
850000000,"Ngaglik, Sleman",3,2,107.0,Sleman
